REF_AREA,Reference area,MEASURE,Measure2,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,Time period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,TIMELINESS,Timeliness3,OBS_VALUE
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.65
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.43
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.17
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.44
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.72
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.74
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.56
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.31
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.12
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.35
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.68
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.27
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.24
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.47
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",4791.71
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",5058.72
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",5324.42
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",5524
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",5735.7
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",6034.66
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",6348.13
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",6619.6
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",6905.23
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7260.01
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7671.58
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8082.34
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8536.4
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9072.56
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9646.37
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9831.18
VNM,Viet Nam,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9995.02
